State,Class,System,International Roughness Index,Value
Connecticut,Urban (miles),Other principal arterials,60-94,159.05
Colorado,Urban (miles),Other principal arterials,60-94,247.949
California,Urban (miles),Other principal arterials,60-94,554.36
Arkansas,Urban (miles),Other principal arterials,60-94,193.812
Arizona,Urban (miles),Other principal arterials,60-94,143.282
Alaska,Urban (miles),Other principal arterials,60-94,53.163
Alabama,Urban (miles),Other principal arterials,60-94,479.444
United States,Urban (miles),Other principal arterials,60-94,16284.457
Wyoming,Urban (miles),Other principal arterials,Less than 60,36.958
Wisconsin,Urban (miles),Other principal arterials,Less than 60,42.122
West Virginia,Urban (miles),Other principal arterials,Less than 60,43.38
Washington,Urban (miles),Other principal arterials,Less than 60,59.372
Virginia,Urban (miles),Other principal arterials,Less than 60,55.622
Vermont,Urban (miles),Other principal arterials,Less than 60,20.817
Utah,Urban (miles),Other principal arterials,Less than 60,120.681
Texas,Urban (miles),Other principal arterials,Less than 60,631.032
Tennessee,Urban (miles),Other principal arterials,Less than 60,512.467
South Dakota,Urban (miles),Other principal arterials,Less than 60,8.412
South Carolina,Urban (miles),Other principal arterials,Less than 60,72.86
Rhode Island,Urban (miles),Other principal arterials,Less than 60,6.46
Pennsylvania,Urban (miles),Other principal arterials,Less than 60,203.372
Oregon,Urban (miles),Other principal arterials,Less than 60,93.97
Oklahoma,Urban (miles),Other principal arterials,Less than 60,63.77
Ohio,Urban (miles),Other principal arterials,Less than 60,213.337
North Dakota,Urban (miles),Other principal arterials,Less than 60,29.592
North Carolina,Urban (miles),Other principal arterials,Less than 60,199.797
New York,Urban (miles),Other principal arterials,Less than 60,95.79
New Mexico,Urban (miles),Other principal arterials,Less than 60,84.698
New Jersey,Urban (miles),Other principal arterials,Less than 60,121.08
New Hampshire,Urban (miles),Other principal arterials,Less than 60,63.841
Nevada,Urban (miles),Other principal arterials,Less than 60,115.904
Nebraska,Urban (miles),Other principal arterials,Less than 60,16.48
Montana,Urban (miles),Other principal arterials,Less than 60,28.09
Missouri,Urban (miles),Other principal arterials,Less than 60,130.883
Mississippi,Urban (miles),Other principal arterials,Less than 60,138.948
Minnesota,Urban (miles),Other principal arterials,Less than 60,146.362
Michigan,Urban (miles),Other principal arterials,Less than 60,134.168
Massachusetts,Urban (miles),Other principal arterials,Less than 60,48.243
Maryland,Urban (miles),Other principal arterials,Less than 60,161.951
Maine,Urban (miles),Other principal arterials,Less than 60,14.474
Louisiana,Urban (miles),Other principal arterials,Less than 60,71.524
Kentucky,Urban (miles),Other principal arterials,Less than 60,113.248
Kansas,Urban (miles),Other principal arterials,Less than 60,72.489
Iowa,Urban (miles),Other principal arterials,Less than 60,92.469
Indiana,Urban (miles),Other principal arterials,Less than 60,183.562
Illinois,Urban (miles),Other principal arterials,Less than 60,153.38
Idaho,Urban (miles),Other principal arterials,Less than 60,44.009
Hawaii,Urban (miles),Other principal arterials,Less than 60,23.2
Georgia,Urban (miles),Other principal arterials,Less than 60,600.524
Florida,Urban (miles),Other principal arterials,Less than 60,971.908
District of Columbia,Urban (miles),Other principal arterials,Less than 60,0
Delaware,Urban (miles),Other principal arterials,Less than 60,24.67
Connecticut,Urban (miles),Other principal arterials,Less than 60,15.55
Colorado,Urban (miles),Other principal arterials,Less than 60,70.537
California,Urban (miles),Other principal arterials,Less than 60,215.45
Arkansas,Urban (miles),Other principal arterials,Less than 60,57.625
Arizona,Urban (miles),Other principal arterials,Less than 60,63.239
Alaska,Urban (miles),Other principal arterials,Less than 60,21.974
Alabama,Urban (miles),Other principal arterials,Less than 60,485.505
United States,Urban (miles),Other principal arterials,Less than 60,6996.095
Wyoming,Urban (miles),Other freeways and expressways,More than 220,0
Wisconsin,Urban (miles),Other freeways and expressways,More than 220,3.97
West Virginia,Urban (miles),Other freeways and expressways,More than 220,2.83
Washington,Urban (miles),Other freeways and expressways,More than 220,6.564
Virginia,Urban (miles),Other freeways and expressways,More than 220,1.661
Vermont,Urban (miles),Other freeways and expressways,More than 220,0.177
Utah,Urban (miles),Other freeways and expressways,More than 220,0
Texas,Urban (miles),Other freeways and expressways,More than 220,8.575
Tennessee,Urban (miles),Other freeways and expressways,More than 220,2.637
South Dakota,Urban (miles),Other freeways and expressways,More than 220,0.197
South Carolina,Urban (miles),Other freeways and expressways,More than 220,1.172
Rhode Island,Urban (miles),Other freeways and expressways,More than 220,1.364
Pennsylvania,Urban (miles),Other freeways and expressways,More than 220,17.446
Oregon,Urban (miles),Other freeways and expressways,More than 220,0.14
Oklahoma,Urban (miles),Other freeways and expressways,More than 220,2.6
Ohio,Urban (miles),Other freeways and expressways,More than 220,11.259
North Dakota,Urban (miles),Other freeways and expressways,More than 220,0
North Carolina,Urban (miles),Other freeways and expressways,More than 220,2.876
New York,Urban (miles),Other freeways and expressways,More than 220,73.69
New Mexico,Urban (miles),Other freeways and expressways,More than 220,0.099
New Jersey,Urban (miles),Other freeways and expressways,More than 220,13.78
New Hampshire,Urban (miles),Other freeways and expressways,More than 220,0.3
Nevada,Urban (miles),Other freeways and expressways,More than 220,0.432
Nebraska,Urban (miles),Other freeways and expressways,More than 220,12.02
Montana,Urban (miles),Other freeways and expressways,More than 220,0
Missouri,Urban (miles),Other freeways and expressways,More than 220,7.06
Mississippi,Urban (miles),Other freeways and expressways,More than 220,1.049
Minnesota,Urban (miles),Other freeways and expressways,More than 220,2.409
Michigan,Urban (miles),Other freeways and expressways,More than 220,6.091
Massachusetts,Urban (miles),Other freeways and expressways,More than 220,8.702
Maryland,Urban (miles),Other freeways and expressways,More than 220,8.677
Maine,Urban (miles),Other freeways and expressways,More than 220,1.54
Louisiana,Urban (miles),Other freeways and expressways,More than 220,8.858
Kentucky,Urban (miles),Other freeways and expressways,More than 220,0.6
Kansas,Urban (miles),Other freeways and expressways,More than 220,2.1
Iowa,Urban (miles),Other freeways and expressways,More than 220,0
Indiana,Urban (miles),Other freeways and expressways,More than 220,2.635
Illinois,Urban (miles),Other freeways and expressways,More than 220,4.22
Idaho,Urban (miles),Other freeways and expressways,More than 220,0.327
Hawaii,Urban (miles),Other freeways and expressways,More than 220,6.287
Georgia,Urban (miles),Other freeways and expressways,More than 220,3.747
Florida,Urban (miles),Other freeways and expressways,More than 220,2.592
District of Columbia,Urban (miles),Other freeways and expressways,More than 220,4.448
Delaware,Urban (miles),Other freeways and expressways,More than 220,0.18
Connecticut,Urban (miles),Other freeways and expressways,More than 220,1.52
Colorado,Urban (miles),Other freeways and expressways,More than 220,5.306
California,Urban (miles),Other freeways and expressways,More than 220,28.532
Arkansas,Urban (miles),Other freeways and expressways,More than 220,2.498
Arizona,Urban (miles),Other freeways and expressways,More than 220,0.825
Alaska,Urban (miles),Other freeways and expressways,More than 220,0
Alabama,Urban (miles),Other freeways and expressways,More than 220,0.699
United States,Urban (miles),Other freeways and expressways,More than 220,291.843
Wyoming,Urban (miles),Other freeways and expressways,195-220,0.1
Wisconsin,Urban (miles),Other freeways and expressways,195-220,4.8
West Virginia,Urban (miles),Other freeways and expressways,195-220,0.8
Washington,Urban (miles),Other freeways and expressways,195-220,6.283
Virginia,Urban (miles),Other freeways and expressways,195-220,2.384
Vermont,Urban (miles),Other freeways and expressways,195-220,0
Utah,Urban (miles),Other freeways and expressways,195-220,0
Texas,Urban (miles),Other freeways and expressways,195-220,14.019
Tennessee,Urban (miles),Other freeways and expressways,195-220,2.166
South Dakota,Urban (miles),Other freeways and expressways,195-220,0.524
South Carolina,Urban (miles),Other freeways and expressways,195-220,1.06
Rhode Island,Urban (miles),Other freeways and expressways,195-220,0.68
Pennsylvania,Urban (miles),Other freeways and expressways,195-220,10.038
Oregon,Urban (miles),Other freeways and expressways,195-220,0.46
Oklahoma,Urban (miles),Other freeways and expressways,195-220,3.2
Ohio,Urban (miles),Other freeways and expressways,195-220,10.143
North Dakota,Urban (miles),Other freeways and expressways,195-220,0
North Carolina,Urban (miles),Other freeways and expressways,195-220,3.627
New York,Urban (miles),Other freeways and expressways,195-220,49.53
New Mexico,Urban (miles),Other freeways and expressways,195-220,0.077
New Jersey,Urban (miles),Other freeways and expressways,195-220,7.65
New Hampshire,Urban (miles),Other freeways and expressways,195-220,0.1
Nevada,Urban (miles),Other freeways and expressways,195-220,0.759
Nebraska,Urban (miles),Other freeways and expressways,195-220,5.01
Montana,Urban (miles),Other freeways and expressways,195-220,0
Missouri,Urban (miles),Other freeways and expressways,195-220,6.109
Mississippi,Urban (miles),Other freeways and expressways,195-220,0.749
Minnesota,Urban (miles),Other freeways and expressways,195-220,2.87
Michigan,Urban (miles),Other freeways and expressways,195-220,6.791
Massachusetts,Urban (miles),Other freeways and expressways,195-220,3.905
Maryland,Urban (miles),Other freeways and expressways,195-220,4.537
Maine,Urban (miles),Other freeways and expressways,195-220,0.8
Louisiana,Urban (miles),Other freeways and expressways,195-220,7.69
Kentucky,Urban (miles),Other freeways and expressways,195-220,1.1
Kansas,Urban (miles),Other freeways and expressways,195-220,2.493
Iowa,Urban (miles),Other freeways and expressways,195-220,0
Indiana,Urban (miles),Other freeways and expressways,195-220,3.464
Illinois,Urban (miles),Other freeways and expressways,195-220,5.41
Idaho,Urban (miles),Other freeways and expressways,195-220,0.613
Hawaii,Urban (miles),Other freeways and expressways,195-220,2.8
Georgia,Urban (miles),Other freeways and expressways,195-220,2.481
Florida,Urban (miles),Other freeways and expressways,195-220,3.321
District of Columbia,Urban (miles),Other freeways and expressways,195-220,1.233
Delaware,Urban (miles),Other freeways and expressways,195-220,0.43
Connecticut,Urban (miles),Other freeways and expressways,195-220,1.05
Colorado,Urban (miles),Other freeways and expressways,195-220,5.848
California,Urban (miles),Other freeways and expressways,195-220,26.872
Arkansas,Urban (miles),Other freeways and expressways,195-220,5.702
Arizona,Urban (miles),Other freeways and expressways,195-220,0.784
Alaska,Urban (miles),Other freeways and expressways,195-220,0
Alabama,Urban (miles),Other freeways and expressways,195-220,0.347
United States,Urban (miles),Other freeways and expressways,195-220,226.16
Wyoming,Urban (miles),Other freeways and expressways,171-194,0
Wisconsin,Urban (miles),Other freeways and expressways,171-194,10.53
West Virginia,Urban (miles),Other freeways and expressways,171-194,1.36
Washington,Urban (miles),Other freeways and expressways,171-194,7.631
Virginia,Urban (miles),Other freeways and expressways,171-194,4.495
Vermont,Urban (miles),Other freeways and expressways,171-194,0.1
Utah,Urban (miles),Other freeways and expressways,171-194,0.353
Texas,Urban (miles),Other freeways and expressways,171-194,37.103
Tennessee,Urban (miles),Other freeways and expressways,171-194,3.525
South Dakota,Urban (miles),Other freeways and expressways,171-194,0.812
South Carolina,Urban (miles),Other freeways and expressways,171-194,2.009
Rhode Island,Urban (miles),Other freeways and expressways,171-194,2.396
Pennsylvania,Urban (miles),Other freeways and expressways,171-194,18.814
Oregon,Urban (miles),Other freeways and expressways,171-194,1.62
Oklahoma,Urban (miles),Other freeways and expressways,171-194,7.778
Ohio,Urban (miles),Other freeways and expressways,171-194,16.346
North Dakota,Urban (miles),Other freeways and expressways,171-194,0
North Carolina,Urban (miles),Other freeways and expressways,171-194,5.568
New York,Urban (miles),Other freeways and expressways,171-194,60.05
New Mexico,Urban (miles),Other freeways and expressways,171-194,0.55
New Jersey,Urban (miles),Other freeways and expressways,171-194,11.98
New Hampshire,Urban (miles),Other freeways and expressways,171-194,0.206
Nevada,Urban (miles),Other freeways and expressways,171-194,1.4
Nebraska,Urban (miles),Other freeways and expressways,171-194,5.96
Montana,Urban (miles),Other freeways and expressways,171-194,0
Missouri,Urban (miles),Other freeways and expressways,171-194,10.148
Mississippi,Urban (miles),Other freeways and expressways,171-194,1.689
Minnesota,Urban (miles),Other freeways and expressways,171-194,4.266
Michigan,Urban (miles),Other freeways and expressways,171-194,7.67
Massachusetts,Urban (miles),Other freeways and expressways,171-194,5.255
Maryland,Urban (miles),Other freeways and expressways,171-194,6.655
Maine,Urban (miles),Other freeways and expressways,171-194,1.3
Louisiana,Urban (miles),Other freeways and expressways,171-194,10.327
Kentucky,Urban (miles),Other freeways and expressways,171-194,2.026
Kansas,Urban (miles),Other freeways and expressways,171-194,4.38
Iowa,Urban (miles),Other freeways and expressways,171-194,0
Indiana,Urban (miles),Other freeways and expressways,171-194,5.034
Illinois,Urban (miles),Other freeways and expressways,171-194,6.87
Idaho,Urban (miles),Other freeways and expressways,171-194,1.165
Hawaii,Urban (miles),Other freeways and expressways,171-194,2.53
Georgia,Urban (miles),Other freeways and expressways,171-194,4.596
